Assembly Accession	TaxID	Organism	Assembly Level	Chromsome Count	Total Length	Contig Count	Contig N50	Scaffold Count	Scaffold N50	Read Coverage	Submission Date	Latest Update	Bio Source	GC Content	ATCC Catalog
GCF_000586235.1	91891	Legionella pneumophila subsp. pneumophila (g-proteobacteria)	Scaffold	0	3299155	69	98057	58	124438	180.6	2014/03/07 00:00	2014/10/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33823')]))])), ('Sex', None), ('Isolate', None)])	0.3818	33823
GCF_000586355.1	91891	Legionella pneumophila subsp. pneumophila (g-proteobacteria)	Scaffold	0	3321914	60	169339	17	2531904	183.5	2014/03/07 00:00	2014/10/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33154')]))])), ('Sex', None), ('Isolate', None)])	0.3820	33154
GCF_000586375.1	91891	Legionella pneumophila subsp. pneumophila (g-proteobacteria)	Scaffold	0	3413740	36	242019	13	3026117	190.3	2014/03/07 00:00	2014/10/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33152')]))])), ('Sex', None), ('Isolate', None)])	0.3821	33152
GCF_000622225.1	1448136	Roseomonas mucosa ATCC BAA-692 (a-proteobacteria)	Scaffold	0	4864580	90	152616	77	238615	0	2014/04/08 00:00	2014/07/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC BAA-692')]))])), ('Sex', None), ('Isolate', None)])	0.7043	BAA-692
GCF_000687895.1	1408434	Deinococcus radiodurans ATCC 13939 (bacteria)	Contig	0	3240710	51	150793	51	150793	0	2014/04/08 00:00	2014/07/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13939')]))])), ('Sex', None), ('Isolate', None)])	0.6678	13939
GCF_000690815.1	866789	Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 (E. coli)	Contig	0	5038133	4	2571994	2	4906844	0	2014/05/13 00:00	2014/10/01 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DSM 30083')]))])), ('Sex', None), ('Isolate', None)])	0.5064	11775
GCF_000705135.2	359	Agrobacterium rhizogenes (a-proteobacteria)	Contig	0	7064623	42	1468096	42	1468096	350	2014/06/12 00:00	2015/10/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 15834')]))])), ('Sex', None), ('Isolate', None)])	0.5995	15834
GCF_000705495.1	937593	Geobacillus stearothermophilus ATCC 7953 (firmicutes)	Contig	0	2787229	129	49167	129	49167	75	2014/06/12 00:00	2014/10/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 7953')]))])), ('Sex', None), ('Isolate', None)])	0.5239	7953
GCF_000724205.2	1262449	Clostridium pasteurianum DSM 525 = ATCC 6013 (firmicutes)	Contig	0	4386898	2	4373654	2	4373654	250	2015/11/17 00:00	2015/11/18 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6013')]))])), ('Sex', None), ('Isolate', None)])	0.2995	6013
GCF_000730485.1	1747	Cutibacterium acnes (high GC Gram+)	Contig	0	2602215	260	50832	260	50832	73.12	2014/07/17 00:00	2015/03/02 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6919')]))])), ('Sex', None), ('Isolate', None)])	0.6018	6919
GCF_000734955.1	866789	Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 (E. coli)	Contig	0	4980585	135	124187	135	124187	16	2014/07/28 00:00	2014/10/01 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 11775')]))])), ('Sex', None), ('Isolate', None)])	0.5062	11775
GCF_000735445.1	911022	Serratia marcescens subsp. marcescens ATCC 13880 (enterobacteria)	Contig	0	5092452	62	238240	62	238240	17	2014/07/28 00:00	2014/11/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13880')]))])), ('Sex', None), ('Isolate', None)])	0.5984	13880
GCF_000737145.1	575584	Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841 (g-proteobacteria)	Scaffold	0	3955221	18	534474	2	3938881	313	2014/08/01 00:00	2014/09/27 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19606')]))])), ('Sex', None), ('Isolate', None)])	0.3908	19606
GCF_000741965.1	546265	Neisseria lactamica ATCC 23970 (b-proteobacteria)	Scaffold	0	2182033	4	1781410	1	2182033	337	2014/08/19 00:00	2014/12/24 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 23970')]))])), ('Sex', None), ('Isolate', None)])	0.5217	23970
GCF_000742135.1	573	Klebsiella pneumoniae (enterobacteria)	Scaffold	0	5545784	16	1431394	5	5284261	560	2014/08/19 00:00	2014/10/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13883')]))])), ('Sex', None), ('Isolate', None)])	0.5700	13883
GCF_000742755.1	72407	Klebsiella pneumoniae subsp. pneumoniae (enterobacteria)	Complete Genome	1	5374834	1	5374834	1	5374834	258	2014/08/21 00:00	2015/01/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 43816 KPPR1')]))])), ('Sex', None), ('Isolate', None)])	0.5737	43816
GCF_000742975.1	1201292	Enterococcus faecalis ATCC 29212 (firmicutes)	Complete Genome	1	3048131	3	2939973	3	2939973	307	2014/08/22 00:00	2015/01/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 29212')]))])), ('Sex', None), ('Isolate', None)])	0.3735	29212
GCF_000743015.1	1314	Streptococcus pyogenes (firmicutes)	Complete Genome	1	1844804	1	1844804	1	1844804	1062	2014/08/22 00:00	2015/01/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19615')]))])), ('Sex', None), ('Isolate', None)])	0.3848	19615
GCF_000743055.1	90371	Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Complete Genome	1	4831756	2	4793299	2	4793299	356	2014/08/22 00:00	2015/01/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13311')]))])), ('Sex', None), ('Isolate', None)])	0.5211	13311
GCF_000743255.1	1322345	Escherichia coli ATCC 25922 (E. coli)	Complete Genome	1	5203440	3	5130767	3	5130767	332	2014/08/22 00:00	2015/01/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25922')]))])), ('Sex', None), ('Isolate', None)])	0.5043	25922
GCF_000743455.1	329	Ralstonia pickettii (b-proteobacteria)	Scaffold	0	4765599	27	480835	1	4765599	321	2014/08/25 00:00	2014/12/24 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 27511')]))])), ('Sex', None), ('Isolate', None)])	0.6395	27511
GCF_000743815.1	526980	Bacillus cereus ATCC 10876 (firmicutes)	Scaffold	0	5996083	26	1191729	2	5984031	557	2014/08/29 00:00	2014/11/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 10876')]))])), ('Sex', None), ('Isolate', None)])	0.3484	10876
GCF_000746485.1	888828	Haemophilus parainfluenzae ATCC 33392 (g-proteobacteria)	Contig	0	2136084	19	242786	19	242786	15	2014/08/28 00:00	2014/10/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33392')]))])), ('Sex', None), ('Isolate', None)])	0.3926	33392
GCF_000746565.1	518	Bordetella bronchiseptica (b-proteobacteria)	Chromosome	1	5142886	98	150507	1	5142886	143	2014/09/02 00:00	2014/12/01 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 10580')]))])), ('Sex', None), ('Isolate', None)])	0.6824	10580
GCF_000746865.1	526977	Bacillus cereus ATCC 4342 (firmicutes)	Scaffold	0	5262313	19	3983253	2	5226183	445	2014/09/02 00:00	2014/11/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 4342')]))])), ('Sex', None), ('Isolate', None)])	0.3533	4342
GCF_000746885.1	1648923	Bacillus paralicheniformis (firmicutes)	Scaffold	0	4389210	18	420172	1	4389210	556	2014/09/02 00:00	2016/01/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 12759')]))])), ('Sex', None), ('Isolate', None)])	0.4581	12759
GCF_000750315.1	633	Yersinia pseudotuberculosis (enterobacteria)	Complete Genome	1	4806594	1	4806594	1	4806594	232	2014/09/09 00:00	2015/01/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6904')]))])), ('Sex', None), ('Isolate', None)])	0.4760	6904
GCF_000754815.1	527005	Yersinia ruckeri ATCC 29473 (enterobacteria)	Scaffold	0	3772809	15	922553	2	3672847	357	2014/09/16 00:00	2014/12/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 29473')]))])), ('Sex', None), ('Isolate', None)])	0.4744	29473
GCF_000754965.1	633	Yersinia pseudotuberculosis (enterobacteria)	Scaffold	0	4771836	38	305525	4	3839015	333	2014/09/16 00:00	2014/10/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 4284')]))])), ('Sex', None), ('Isolate', None)])	0.4759	4284
GCF_000755055.1	630	Yersinia enterocolitica (enterobacteria)	Scaffold	0	4538553	7	942248	1	4538553	200	2014/09/16 00:00	2014/10/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 9610')]))])), ('Sex', None), ('Isolate', None)])	0.4729	9610
GCF_000755525.1	550	Enterobacter cloacae (enterobacteria)	Scaffold	0	5555474	43	311851	4	5464191	335	2014/11/18 00:00	2015/03/02 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13047')]))])), ('Sex', None), ('Isolate', None)])	0.5459	13047
GCF_000756205.1	1280	Staphylococcus aureus (firmicutes)	Complete Genome	1	2806345	2	2778854	2	2778854	408	2014/09/18 00:00	2015/01/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25923')]))])), ('Sex', None), ('Isolate', None)])	0.3286	25923
GCF_000764085.1	1348623	Priestia megaterium NBRC 15308 = ATCC 14581 (firmicutes)	Contig	0	5727066	78	324443	78	324443	50	2014/10/06 00:00	2014/12/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14581')]))])), ('Sex', None), ('Isolate', None)])	0.3773	14581
GCF_000767745.1	864803	Clostridium beijerinckii ATCC 35702 (firmicutes)	Complete Genome	1	5999050	1	5999050	1	5999050	914	2014/10/22 00:00	2015/01/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'SA-1')]))])), ('Sex', None), ('Isolate', None)])	0.2985	35702
GCF_000771105.1	391904	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088 (high GC Gram+)	Contig	0	2780321	176	54700	176	54700	278.3	2014/11/04 00:00	2015/02/18 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DSM 20088')]))])), ('Sex', None), ('Isolate', None)])	0.5982	15697
GCF_000771485.1	500634	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456 (high GC Gram+)	Contig	0	2202787	50	166806	50	166806	278.3	2014/11/04 00:00	2014/11/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DSM 20456')]))])), ('Sex', None), ('Isolate', None)])	0.6267	29521
GCF_000772125.1	1423	Bacillus subtilis (firmicutes)	Complete Genome	1	3876276	1	3876276	1	3876276	172	2014/11/05 00:00	2020/09/30 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13952')]))])), ('Sex', None), ('Isolate', None)])	0.4582	13952
GCF_000772515.1	1351	Enterococcus faecalis (firmicutes)	Contig	0	3232969	70	116948	70	116948	1377	2014/11/05 00:00	2015/06/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 51299')]))])), ('Sex', None), ('Isolate', None)])	0.3733	51299
GCF_000772525.1	1352	Enterococcus faecium (firmicutes)	Scaffold	0	2953574	160	52737	151	52737	2155	2014/11/05 00:00	2015/06/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 51559')]))])), ('Sex', None), ('Isolate', None)])	0.3766	51559
gcf_000785515.1	1304	Streptococcus salivarius (firmicutes)	Complete Genome	1	2188923	1	2188923	1	2188923	26	2014/11/19 00:00	2015/02/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 8618')]))])), ('Sex', None), ('Isolate', None)])	0.4015	7073
GCF_000786395.1	1579	Lactobacillus acidophilus (firmicutes)	Contig	0	1956698	20	170687	20	170687	20	2014/11/24 00:00	2014/12/24 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 4356')]))])), ('Sex', None), ('Isolate', None)])	0.3459	4356
GCF_000788015.1	72407	Klebsiella pneumoniae subsp. pneumoniae (enterobacteria)	Scaffold	0	5725870	88	221044	87	221044	160	2014/12/01 00:00	2021/03/14 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13883')]))])), ('Sex', None), ('Isolate', None)])	0.5708	13883
GCF_000807175.1	1262449	Clostridium pasteurianum DSM 525 = ATCC 6013 (firmicutes)	Complete Genome	1	4351893	1	4351893	1	4351893	0	2014/12/23 00:00	2015/01/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6013')]))])), ('Sex', None), ('Isolate', None)])	0.2994	6013
GCF_000807255.1	1262449	Clostridium pasteurianum DSM 525 = ATCC 6013 (firmicutes)	Complete Genome	1	4352101	1	4352101	1	4352101	0	2014/12/23 00:00	2015/01/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DSM 525')]))])), ('Sex', None), ('Isolate', None)])	0.2994	6013
GCF_000807675.2	1736	Eubacterium limosum (firmicutes)	Complete Genome	1	4422837	1	4422837	1	4422837	200	2017/04/03 00:00	2017/04/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 8486')]))])), ('Sex', None), ('Isolate', None)])	0.4719	8486
GCF_000816085.1	1284	Staphylococcus hyicus (firmicutes)	Complete Genome	1	2472129	1	2472129	1	2472129	0	2015/01/07 00:00	2015/01/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 11249')]))])), ('Sex', None), ('Isolate', None)])	0.3558	11249
GCF_000829055.1	1423732	Lacticaseibacillus casei DSM 20011 = JCM 1134 = ATCC 393 (firmicutes)	Complete Genome	1	2952961	3	2924929	3	2924929	5.9	2013/08/14 00:00	2015/01/30 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 393')]))])), ('Sex', None), ('Isolate', None)])	0.4788	393
GCF_000832605.1	1405	Bacillus mycoides (firmicutes)	Complete Genome	1	5637053	4	5255868	4	5255868	202	2015/02/05 00:00	2015/02/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6462')]))])), ('Sex', None), ('Isolate', None)])	0.3538	6462
GCF_000832845.1	526977	Bacillus cereus ATCC 4342 (firmicutes)	Complete Genome	1	5306298	2	5269496	2	5269496	469	2015/02/05 00:00	2015/02/09 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 4342')]))])), ('Sex', None), ('Isolate', None)])	0.3542	4342
GCF_000832905.1	1121088	Weizmannia coagulans DSM 1 = ATCC 7050 (firmicutes)	Complete Genome	1	3366995	1	3366995	1	3366995	776	2015/02/05 00:00	2021/03/14 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 7050')]))])), ('Sex', None), ('Isolate', None)])	0.4690	7050
GCF_000832985.1	1348623	Priestia megaterium NBRC 15308 = ATCC 14581 (firmicutes)	Complete Genome	1	5746640	7	5343114	7	5343114	450	2015/02/05 00:00	2015/02/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14581')]))])), ('Sex', None), ('Isolate', None)])	0.3783	14581
GCF_000835925.1	67825	Citrobacter rodentium (enterobacteria)	Contig	0	5385810	361	34885	361	34885	50	2015/02/10 00:00	2015/02/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 51459')]))])), ('Sex', None), ('Isolate', None)])	0.5451	51459
GCF_000934865.1	562	Escherichia coli (E. coli)	Contig	0	5303239	242	58735	242	58735	31.1	2015/02/26 00:00	2015/03/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35150')]))])), ('Sex', None), ('Isolate', None)])	0.5042	35150
GCF_000935075.1	562	Escherichia coli (E. coli)	Contig	0	5324560	143	149673	143	149673	52	2015/02/27 00:00	2015/03/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35150 NalR')]))])), ('Sex', None), ('Isolate', None)])	0.5028	35150
GCF_000953635.1	451	Tatlockia micdadei (g-proteobacteria)	Complete Genome	1	3310028	1	3310028	1	3310028	20	2014/10/21 00:00	2015/03/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC33218')]))])), ('Sex', None), ('Isolate', None)])	0.4046	33218
GCF_000959525.1	985079	Burkholderia multivorans ATCC BAA-247 (b-proteobacteria)	Complete Genome	3	6322746	3	3428264	3	3428264	656	2015/03/20 00:00	2015/03/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC BAA-247')]))])), ('Sex', None), ('Isolate', None)])	0.6724	BAA-247
GCF_000971925.1	1136873	Bacillus subtilis KCTC 1028 = ATCC 6051a (firmicutes)	Complete Genome	1	4215633	1	4215633	1	4215633	790	2015/04/15 00:00	2015/04/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'KCTC 1028')]))])), ('Sex', None), ('Isolate', None)])	0.4351	6051
GCF_000982825.1	28141	Cronobacter sakazakii (enterobacteria)	Complete Genome	1	4663565	4	4511265	4	4511265	73	2015/04/30 00:00	2015/05/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 29544')]))])), ('Sex', None), ('Isolate', None)])	0.5664	29544
GCF_001006485.1	28112	Tannerella forsythia (CFB group bacteria)	Contig	0	3281748	141	114121	141	114121	190	2015/05/13 00:00	2015/05/14 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 43037')]))])), ('Sex', None), ('Isolate', None)])	0.4714	43037
GCF_001011015.1	670	Vibrio parahaemolyticus (g-proteobacteria)	Scaffold	0	5067729	53	260767	51	366570	100	2015/04/24 00:00	2015/05/22 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 17802')]))])), ('Sex', None), ('Isolate', None)])	0.4525	17802
GCF_001025135.1	500634	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456 (high GC Gram+)	Complete Genome	1	2211039	1	2211039	1	2211039	8.9	2015/03/24 00:00	2015/06/22 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'JCM 1255')]))])), ('Sex', None), ('Isolate', None)])	0.6266	29521
GCF_001042655.1	585528	Gardnerella vaginalis ATCC 14018 = JCM 11026 (high GC Gram+)	Complete Genome	1	1667406	1	1667406	1	1667406	11.8	2015/02/17 00:00	2015/07/09 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'JCM 11026')]))])), ('Sex', None), ('Isolate', None)])	0.4136	14018
